,A0_min,A0_max,A1_min,A1_max,A2_min,A2_max,A3_min,A3_max,A4_min,A4_max,A5_min,A5_max,A6_min,A6_max,A7_min,A7_max,A8_min,A8_max,A9_min,A9_max,A10_min,A10_max,A11_min,A11_max,A12_min,A12_max,A13_min,A13_max,A14_min,A14_max,A15_min,A15_max,A16_min,A16_max,A17_min,A17_max,A18_min,A18_max,A19_min,A19_max,class
646,27,27,3385,3385,3034,3034,1651,1651,-2072,-2072,386,386,1216,1216,-2594,-2594,4172,4172,-2729,-2729,2075,2075,-1408,-1408,167,167,1135,1135,3629,3629,-1119,-1119,1868,1868,-1126,-1126,2614,2614,907,907,0
647,-969,-969,-934,-934,-732,-732,942,942,705,705,-581,-581,489,489,1212,1212,1374,1374,747,747,-646,-646,891,891,378,378,-22,-22,978,978,11,11,-1822,-1822,-2015,-2015,-504,-504,-697,-697,1
648,1617,1617,428,428,-159,-159,586,586,1555,1555,-1004,-1004,-891,-891,1,1,454,454,1194,1194,1412,1412,8,8,1223,1223,425,425,1736,1736,52,52,1642,1642,2471,2471,65,65,-602,-602,1
649,-383,-383,2601,2601,3358,3358,-94,-94,-2545,-2545,3595,3595,-59,-59,-246,-246,1686,1686,1829,1829,209,209,1377,1377,799,799,528,528,-526,-526,-904,-904,19,19,1354,1354,-148,-148,-216,-216,0
650,2065,2065,-1653,-1653,1544,1544,-192,-192,-307,-307,-424,-424,2787,2787,-81,-81,-1749,-1749,526,526,-178,-178,2185,2185,-4063,-4063,652,652,-1411,-1411,-4514,-4514,164,164,-2996,-2996,117,117,-819,-819,0
651,46,46,-832,-832,-5709,-5709,586,586,989,989,-234,-234,503,503,-131,-131,-11,-11,1628,1628,-654,-654,146,146,58,58,-1048,-1048,-3599,-3599,596,596,-36,-36,323,323,995,995,-2032,-2032,0
652,-606,-606,-398,-398,-1027,-1027,-1104,-1104,1096,1096,65,65,-356,-356,1676,1676,714,714,82,82,57,57,106,106,1866,1866,3198,3198,-2097,-2097,-2918,-2918,3962,3962,-3948,-3948,-1267,-1267,-3116,-3116,0
653,215,215,-332,-332,-1191,-1191,-688,-688,1758,1758,1634,1634,184,184,609,609,-57,-57,706,706,2226,2226,-39,-39,343,343,-449,-449,667,667,64,64,193,193,-124,-124,1404,1404,1159,1159,1
654,822,822,943,943,93,93,22,22,1652,1652,-1256,-1256,1181,1181,824,824,1287,1287,2025,2025,-726,-726,1314,1314,-26,-26,-121,-121,695,695,262,262,2968,2968,393,393,1235,1235,628,628,1
655,-1825,-1825,1973,1973,1056,1056,127,127,475,475,863,863,1309,1309,298,298,-318,-318,187,187,82,82,-759,-759,-3466,-3466,132,132,-997,-997,-343,-343,571,571,-2185,-2185,-1658,-1658,-3128,-3128,0
656,-5,-5,2341,2341,-1,-1,157,157,237,237,-423,-423,-736,-736,-764,-764,69,69,626,626,-746,-746,1825,1825,-302,-302,-62,-62,569,569,304,304,-1101,-1101,-1652,-1652,437,437,-1234,-1234,1
657,69,69,785,785,1065,1065,85,85,-1918,-1918,-95,-95,-484,-484,2143,2143,-634,-634,125,125,1119,1119,-414,-414,-835,-835,-786,-786,145,145,2192,2192,604,604,-31,-31,84,84,874,874,1
658,2097,2097,-2234,-2234,4314,4314,1114,1114,1657,1657,2588,2588,3973,3973,-2172,-2172,-2792,-2792,553,553,1779,1779,618,618,3096,3096,-1103,-1103,46,46,2467,2467,163,163,-4864,-4864,2397,2397,-128,-128,0
659,3626,3626,4914,4914,-1422,-1422,183,183,1504,1504,48,48,-1383,-1383,1663,1663,-2679,-2679,2246,2246,-1175,-1175,3199,3199,1705,1705,746,746,1258,1258,278,278,3672,3672,-4959,-4959,-2385,-2385,-1393,-1393,0
660,-379,-379,-3072,-3072,-2174,-2174,265,265,2312,2312,-376,-376,-224,-224,221,221,-808,-808,2145,2145,232,232,-734,-734,-478,-478,-48,-48,1016,1016,-841,-841,1913,1913,2026,2026,-638,-638,5334,5334,0
661,69,69,1096,1096,436,436,2237,2237,1391,1391,12,12,1344,1344,1062,1062,1144,1144,-36,-36,713,713,-321,-321,-226,-226,-143,-143,554,554,166,166,-1401,-1401,1574,1574,-965,-965,1271,1271,1
662,1618,1618,-382,-382,-1112,-1112,-206,-206,673,673,716,716,-365,-365,55,55,2296,2296,-455,-455,-316,-316,489,489,-96,-96,-68,-68,16,16,-38,-38,595,595,2563,2563,377,377,2593,2593,1
663,744,744,1335,1335,-63,-63,-686,-686,-1821,-1821,927,927,1378,1378,176,176,-1045,-1045,-427,-427,578,578,785,785,505,505,-858,-858,-168,-168,248,248,2193,2193,853,853,1151,1151,744,744,1
664,546,546,-654,-654,2796,2796,-1239,-1239,3118,3118,-2226,-2226,1171,1171,-3079,-3079,2416,2416,-1674,-1674,1994,1994,1376,1376,-39,-39,2037,2037,1521,1521,3,3,-3235,-3235,3511,3511,-271,-271,-507,-507,0
665,921,921,2214,2214,1838,1838,-122,-122,1131,1131,-86,-86,1078,1078,1692,1692,-2388,-2388,-2782,-2782,156,156,-2961,-2961,-931,-931,2109,2109,1582,1582,1112,1112,-295,-295,81,81,-582,-582,106,106,0
666,-982,-982,578,578,1297,1297,179,179,-369,-369,-7,-7,-197,-197,-492,-492,647,647,706,706,-103,-103,255,255,1222,1222,1818,1818,1154,1154,89,89,55,55,589,589,-84,-84,966,966,1
667,791,791,-203,-203,109,109,1507,1507,-608,-608,56,56,405,405,-68,-68,1337,1337,429,429,-1059,-1059,-1054,-1054,2185,2185,86,86,1076,1076,642,642,-372,-372,1094,1094,1992,1992,-1114,-1114,1
668,-603,-603,-1145,-1145,-844,-844,-1236,-1236,704,704,2942,2942,1236,1236,-2758,-2758,1312,1312,1168,1168,-1811,-1811,-1606,-1606,741,741,-1948,-1948,1495,1495,158,158,2162,2162,-1458,-1458,415,415,-152,-152,0
669,-572,-572,-303,-303,-764,-764,-692,-692,-162,-162,371,371,-894,-894,-1787,-1787,1442,1442,-201,-201,1524,1524,-577,-577,2094,2094,-623,-623,-1622,-1622,-1376,-1376,-1148,-1148,2262,2262,1877,1877,26,26,1
670,-365,-365,209,209,-565,-565,2972,2972,-413,-413,-1922,-1922,2425,2425,3149,3149,-636,-636,457,457,-321,-321,-407,-407,149,149,-28,-28,1835,1835,-2202,-2202,-306,-306,-2284,-2284,613,613,-3199,-3199,0
671,-2636,-2636,2164,2164,-1452,-1452,1311,1311,-1365,-1365,637,637,-3897,-3897,1937,1937,-2123,-2123,3927,3927,-1594,-1594,683,683,631,631,-706,-706,-367,-367,141,141,1412,1412,4109,4109,2293,2293,366,366,0
672,1952,1952,-2104,-2104,1014,1014,46,46,-115,-115,2718,2718,108,108,2716,2716,3275,3275,-4838,-4838,192,192,-333,-333,-1922,-1922,1448,1448,-3649,-3649,9,9,1435,1435,954,954,798,798,-459,-459,0
673,-296,-296,-1248,-1248,-46,-46,1227,1227,1181,1181,1407,1407,1282,1282,915,915,608,608,247,247,334,334,991,991,-678,-678,1021,1021,-54,-54,341,341,-849,-849,134,134,-984,-984,-1362,-1362,1
674,-175,-175,-516,-516,1,1,937,937,25,25,1189,1189,575,575,616,616,2027,2027,-2558,-2558,939,939,-359,-359,-108,-108,106,106,-1259,-1259,-983,-983,-1012,-1012,1968,1968,904,904,1867,1867,1
675,-1672,-1672,206,206,1836,1836,-864,-864,2914,2914,614,614,1102,1102,-3406,-3406,-1569,-1569,-888,-888,-3389,-3389,-172,-172,-382,-382,375,375,-4024,-4024,273,273,-705,-705,3842,3842,38,38,-332,-332,0
676,891,891,1484,1484,1374,1374,85,85,-265,-265,-1324,-1324,1582,1582,236,236,1405,1405,-154,-154,836,836,104,104,76,76,-683,-683,-1381,-1381,-288,-288,694,694,-516,-516,128,128,-89,-89,1
677,-25,-25,-826,-826,-141,-141,898,898,363,363,-866,-866,-9,-9,386,386,-92,-92,969,969,505,505,996,996,-687,-687,101,101,1263,1263,-1023,-1023,-29,-29,416,416,672,672,527,527,1
678,2508,2508,13,13,1875,1875,1026,1026,2539,2539,-902,-902,124,124,-31,-31,839,839,3482,3482,1143,1143,-1191,-1191,-502,-502,2831,2831,1804,1804,-3043,-3043,-391,-391,1232,1232,81,81,-2783,-2783,0
679,1016,1016,3209,3209,1855,1855,1292,1292,-195,-195,626,626,-589,-589,428,428,1253,1253,-1031,-1031,-61,-61,-2539,-2539,493,493,295,295,1394,1394,743,743,2014,2014,-842,-842,-2593,-2593,194,194,0
680,-2542,-2542,1798,1798,1636,1636,1466,1466,346,346,1625,1625,-2639,-2639,-2141,-2141,1341,1341,-243,-243,-493,-493,3021,3021,1947,1947,-2347,-2347,1041,1041,-5,-5,403,403,-4036,-4036,-1291,-1291,-619,-619,0
681,353,353,161,161,-2092,-2092,786,786,1688,1688,-604,-604,438,438,1322,1322,182,182,1683,1683,-67,-67,178,178,-52,-52,2113,2113,-234,-234,-155,-155,-1525,-1525,1051,1051,2355,2355,-168,-168,1
682,1731,1731,-83,-83,-226,-226,121,121,-1005,-1005,593,593,1533,1533,1771,1771,237,237,1581,1581,-153,-153,2356,2356,-324,-324,1403,1403,2086,2086,1229,1229,19,19,176,176,-38,-38,598,598,1
683,176,176,2613,2613,1472,1472,-223,-223,-2954,-2954,802,802,2294,2294,1133,1133,1214,1214,61,61,-892,-892,-2362,-2362,-259,-259,48,48,-1642,-1642,3008,3008,-664,-664,1481,1481,806,806,298,298,0
684,253,253,65,65,2195,2195,-3735,-3735,1561,1561,2694,2694,-259,-259,-112,-112,1116,1116,-1736,-1736,375,375,1543,1543,1429,1429,-1081,-1081,-2098,-2098,-28,-28,-3739,-3739,1613,1613,-2551,-2551,1095,1095,0
685,-61,-61,-288,-288,-1074,-1074,-24,-24,-253,-253,108,108,856,856,-277,-277,576,576,1111,1111,1238,1238,219,219,-1466,-1466,-535,-535,-1036,-1036,1606,1606,1186,1186,195,195,1446,1446,1247,1247,1
686,-2594,-2594,1173,1173,-869,-869,722,722,592,592,-828,-828,653,653,982,982,-544,-544,-235,-235,-662,-662,-1267,-1267,2435,2435,82,82,1748,1748,944,944,-2165,-2165,296,296,533,533,-429,-429,1
687,86,86,-1048,-1048,71,71,-845,-845,311,311,-1596,-1596,1001,1001,19,19,1099,1099,487,487,-69,-69,-416,-416,1315,1315,51,51,997,997,1424,1424,-284,-284,925,925,-702,-702,492,492,1
688,2539,2539,3659,3659,-4965,-4965,2879,2879,2005,2005,1046,1046,-583,-583,-4165,-4165,2762,2762,-1594,-1594,651,651,723,723,-1928,-1928,-1461,-1461,-1314,-1314,3167,3167,1698,1698,-2482,-2482,732,732,-2328,-2328,0
689,341,341,1551,1551,-739,-739,1136,1136,1139,1139,1732,1732,599,599,713,713,-273,-273,-75,-75,1058,1058,-886,-886,-989,-989,21,21,79,79,-14,-14,553,553,-792,-792,48,48,-318,-318,1
690,-122,-122,2562,2562,-184,-184,761,761,136,136,361,361,1017,1017,-11,-11,1189,1189,121,121,2158,2158,-1219,-1219,-1026,-1026,854,854,-1047,-1047,24,24,818,818,917,917,204,204,601,601,1
691,597,597,-209,-209,28,28,-3215,-3215,-513,-513,1515,1515,-1335,-1335,74,74,-56,-56,-2722,-2722,887,887,-218,-218,-1073,-1073,-2362,-2362,-693,-693,1635,1635,1685,1685,-2737,-2737,-232,-232,846,846,0
692,-91,-91,1397,1397,2065,2065,2749,2749,1312,1312,-3488,-3488,-1347,-1347,553,553,4032,4032,1958,1958,-1434,-1434,-255,-255,-3582,-3582,486,486,-213,-213,-1293,-1293,4072,4072,-109,-109,-3129,-3129,-422,-422,0
693,-77,-77,391,391,1542,1542,801,801,664,664,-1463,-1463,-653,-653,58,58,-27,-27,2325,2325,1389,1389,581,581,32,32,1001,1001,943,943,1139,1139,719,719,-372,-372,1228,1228,836,836,1
694,-2537,-2537,275,275,2764,2764,-1531,-1531,1031,1031,256,256,979,979,-724,-724,4209,4209,-431,-431,3205,3205,234,234,2664,2664,-2535,-2535,676,676,-462,-462,904,904,1375,1375,-2253,-2253,632,632,0
695,-233,-233,-444,-444,-857,-857,-55,-55,1647,1647,-173,-173,818,818,204,204,1642,1642,-1264,-1264,2142,2142,1347,1347,-359,-359,945,945,992,992,-92,-92,878,878,589,589,161,161,361,361,1
696,-1624,-1624,1004,1004,155,155,3002,3002,3742,3742,-61,-61,-3557,-3557,66,66,-478,-478,-11,-11,1249,1249,3426,3426,-86,-86,1442,1442,-1479,-1479,2615,2615,837,837,-382,-382,1822,1822,-431,-431,0
697,1485,1485,146,146,-984,-984,77,77,-1009,-1009,8,8,-1592,-1592,-195,-195,-816,-816,-75,-75,2527,2527,576,576,2447,2447,-102,-102,73,73,853,853,1697,1697,385,385,1455,1455,782,782,1
698,803,803,-187,-187,1264,1264,894,894,-2647,-2647,765,765,508,508,1856,1856,-544,-544,2053,2053,437,437,273,273,99,99,-386,-386,-464,-464,226,226,1446,1446,195,195,704,704,14,14,1
699,1124,1124,-2085,-2085,978,978,-22,-22,662,662,998,998,1225,1225,298,298,1553,1553,1087,1087,-83,-83,1629,1629,1772,1772,1953,1953,906,906,2999,2999,427,427,835,835,2106,2106,-165,-165,1
700,-892,-892,-3774,-3774,-1722,-1722,61,61,2992,2992,-2118,-2118,152,152,2875,2875,-2119,-2119,1754,1754,2565,2565,2303,2303,-2639,-2639,444,444,-307,-307,1313,1313,2954,2954,-218,-218,-1709,-1709,-566,-566,0
701,-2586,-2586,1751,1751,1962,1962,-2173,-2173,-743,-743,-2856,-2856,-1511,-1511,-1161,-1161,-922,-922,1402,1402,316,316,1505,1505,-2262,-2262,-864,-864,-2615,-2615,339,339,-915,-915,2523,2523,2748,2748,3255,3255,0
702,-676,-676,-538,-538,-2599,-2599,-8,-8,-646,-646,-2661,-2661,-826,-826,-4506,-4506,2208,2208,1501,1501,82,82,6561,6561,-1408,-1408,-3894,-3894,247,247,1075,1075,3223,3223,49,49,-74,-74,-132,-132,0
703,893,893,-1347,-1347,-665,-665,-1217,-1217,-1084,-1084,1106,1106,-2565,-2565,1444,1444,1945,1945,-1049,-1049,201,201,-932,-932,2859,2859,-281,-281,1837,1837,3955,3955,371,371,-599,-599,692,692,-106,-106,0
704,8,8,433,433,989,989,-837,-837,132,132,-1893,-1893,2227,2227,-5,-5,-132,-132,2122,2122,-752,-752,712,712,-2926,-2926,3561,3561,-2564,-2564,-1964,-1964,418,418,601,601,-621,-621,1869,1869,0
705,3293,3293,-3788,-3788,-1472,-1472,-3361,-3361,555,555,3757,3757,-4155,-4155,1001,1001,4143,4143,1202,1202,-2447,-2447,2218,2218,1984,1984,305,305,202,202,1707,1707,2129,2129,-1033,-1033,-2828,-2828,1302,1302,0
706,1873,1873,1327,1327,-54,-54,-2169,-2169,-1399,-1399,1085,1085,-866,-866,192,192,-218,-218,-204,-204,765,765,611,611,1107,1107,1646,1646,658,658,558,558,734,734,2672,2672,-37,-37,629,629,1
707,-601,-601,-734,-734,279,279,-5,-5,-85,-85,-1068,-1068,406,406,158,158,129,129,245,245,173,173,-458,-458,1004,1004,1124,1124,335,335,886,886,-709,-709,1889,1889,294,294,1369,1369,1
708,866,866,578,578,-2044,-2044,787,787,1321,1321,745,745,-6,-6,1665,1665,414,414,-122,-122,464,464,1105,1105,-88,-88,1209,1209,2409,2409,-68,-68,7,7,1359,1359,-1472,-1472,828,828,1
709,1422,1422,1906,1906,1309,1309,-243,-243,-13,-13,-1837,-1837,2087,2087,-85,-85,1594,1594,745,745,-41,-41,-467,-467,194,194,2334,2334,628,628,3633,3633,67,67,309,309,1916,1916,-245,-245,1
710,-2204,-2204,-1674,-1674,-1082,-1082,984,984,-606,-606,-1869,-1869,-209,-209,-108,-108,2177,2177,-1723,-1723,2443,2443,149,149,-357,-357,2664,2664,1459,1459,-299,-299,-1446,-1446,-3675,-3675,-28,-28,-3648,-3648,0
711,207,207,-1619,-1619,-668,-668,3,3,-3051,-3051,775,775,742,742,-1207,-1207,1102,1102,-3193,-3193,-3117,-3117,501,501,-454,-454,957,957,-1364,-1364,121,121,779,779,-134,-134,2666,2666,489,489,0
712,-143,-143,1622,1622,-1333,-1333,1897,1897,-4637,-4637,3578,3578,521,521,2312,2312,-149,-149,-448,-448,3353,3353,1932,1932,-3813,-3813,8,8,4861,4861,-1196,-1196,3195,3195,-821,-821,-515,-515,-13,-13,0
713,-363,-363,808,808,-165,-165,2604,2604,-203,-203,1114,1114,777,777,449,449,284,284,164,164,-1023,-1023,163,163,-29,-29,-1782,-1782,459,459,112,112,-1809,-1809,985,985,-208,-208,425,425,1
714,-2187,-2187,-527,-527,3072,3072,414,414,2543,2543,1282,1282,1621,1621,-1312,-1312,-728,-728,-448,-448,244,244,2054,2054,274,274,-854,-854,1908,1908,-1105,-1105,463,463,-1905,-1905,-981,-981,-922,-922,0
715,-2637,-2637,3056,3056,-1362,-1362,3021,3021,-1406,-1406,68,68,-39,-39,462,462,-1026,-1026,65,65,1,1,-797,-797,69,69,-104,-104,-126,-126,-1774,-1774,45,45,-35,-35,2,2,-767,-767,0
716,876,876,-789,-789,-226,-226,957,957,941,941,-404,-404,-512,-512,372,372,624,624,1486,1486,-1422,-1422,985,985,-243,-243,-4,-4,1079,1079,698,698,195,195,-806,-806,333,333,-1118,-1118,1
717,407,407,1435,1435,1311,1311,884,884,58,58,133,133,646,646,1756,1756,397,397,1119,1119,-18,-18,482,482,1268,1268,147,147,2523,2523,-1194,-1194,-402,-402,-1254,-1254,607,607,642,642,1
718,-222,-222,-204,-204,-1252,-1252,227,227,706,706,-1603,-1603,205,205,1222,1222,-1723,-1723,127,127,383,383,1301,1301,-106,-106,-97,-97,797,797,91,91,1317,1317,1418,1418,581,581,568,568,1
719,164,164,-2219,-2219,-384,-384,1528,1528,-491,-491,-482,-482,1333,1333,1581,1581,-5093,-5093,1147,1147,343,343,1834,1834,-146,-146,-5297,-5297,-1032,-1032,-1317,-1317,-613,-613,6036,6036,-33,-33,113,113,0
720,666,666,753,753,1416,1416,1822,1822,7,7,-218,-218,377,377,738,738,126,126,269,269,1158,1158,-36,-36,1123,1123,-1076,-1076,97,97,-84,-84,247,247,218,218,-1068,-1068,-377,-377,1
721,429,429,-713,-713,1422,1422,214,214,1715,1715,1408,1408,-28,-28,174,174,656,656,1638,1638,-1018,-1018,-209,-209,138,138,-1315,-1315,-365,-365,-146,-146,1805,1805,2622,2622,-544,-544,768,768,1
722,106,106,408,408,1228,1228,346,346,174,174,-227,-227,2967,2967,2786,2786,556,556,-286,-286,145,145,463,463,-1735,-1735,2103,2103,2395,2395,1261,1261,-658,-658,-532,-532,955,955,644,644,1
723,1233,1233,-701,-701,2416,2416,-3962,-3962,1154,1154,12,12,-31,-31,2526,2526,-617,-617,-472,-472,-115,-115,-305,-305,-307,-307,38,38,147,147,44,44,2415,2415,468,468,13,13,-591,-591,0
724,2403,2403,-4445,-4445,184,184,-1824,-1824,1754,1754,-667,-667,-1611,-1611,-4618,-4618,98,98,-883,-883,-1919,-1919,316,316,3054,3054,562,562,-2178,-2178,1684,1684,-193,-193,272,272,-2517,-2517,-31,-31,0
725,-11,-11,-1122,-1122,2384,2384,-295,-295,-3598,-3598,-2351,-2351,997,997,473,473,-2023,-2023,416,416,3584,3584,-2559,-2559,-105,-105,-116,-116,-4701,-4701,-3569,-3569,-157,-157,2504,2504,-819,-819,-73,-73,0
726,41,41,1485,1485,1319,1319,2426,2426,-1264,-1264,-486,-486,544,544,-607,-607,-526,-526,1416,1416,-458,-458,-233,-233,924,924,-986,-986,1587,1587,334,334,-68,-68,-881,-881,366,366,1376,1376,1
727,1613,1613,738,738,2622,2622,-452,-452,1306,1306,1019,1019,1043,1043,1758,1758,1834,1834,16,16,1543,1543,36,36,-177,-177,72,72,-337,-337,374,374,-745,-745,806,806,-442,-442,-1061,-1061,1
728,58,58,1,1,1273,1273,-972,-972,655,655,459,459,2221,2221,108,108,-756,-756,771,771,-365,-365,953,953,394,394,1977,1977,-74,-74,21,21,-541,-541,1753,1753,632,632,-824,-824,1
729,3153,3153,1891,1891,-699,-699,-3533,-3533,-1132,-1132,804,804,-2313,-2313,-41,-41,565,565,-141,-141,-1427,-1427,302,302,306,306,3759,3759,5332,5332,-1046,-1046,-551,-551,58,58,519,519,-713,-713,0
730,1266,1266,-258,-258,-605,-605,-924,-924,-726,-726,141,141,848,848,742,742,-419,-419,1381,1381,1184,1184,-63,-63,-584,-584,529,529,-576,-576,-631,-631,639,639,845,845,479,479,-97,-97,1
731,1363,1363,-946,-946,1736,1736,176,176,-2,-2,1565,1565,1192,1192,1052,1052,529,529,988,988,684,684,-1205,-1205,117,117,1183,1183,1,1,42,42,-552,-552,501,501,999,999,-195,-195,1
732,2671,2671,-2712,-2712,931,931,391,391,4319,4319,342,342,-1032,-1032,3912,3912,1191,1191,-3607,-3607,-2183,-2183,-1083,-1083,-72,-72,-2664,-2664,176,176,2401,2401,751,751,3649,3649,-2075,-2075,3395,3395,0
733,-221,-221,-1331,-1331,334,334,1996,1996,-543,-543,1004,1004,-541,-541,1798,1798,1265,1265,1423,1423,752,752,-1341,-1341,1034,1034,1361,1361,451,451,-22,-22,753,753,426,426,161,161,-79,-79,1
734,147,147,1927,1927,2038,2038,-241,-241,79,79,1743,1743,482,482,384,384,669,669,928,928,193,193,2036,2036,937,937,932,932,1469,1469,876,876,661,661,1911,1911,716,716,-121,-121,1
735,-789,-789,-966,-966,-164,-164,1725,1725,1905,1905,2019,2019,29,29,-2303,-2303,2125,2125,-2175,-2175,1395,1395,1342,1342,1156,1156,-2435,-2435,-2004,-2004,579,579,-44,-44,1208,1208,-2031,-2031,-3719,-3719,0
736,655,655,405,405,974,974,1316,1316,1723,1723,11,11,-33,-33,1713,1713,88,88,335,335,-1,-1,66,66,1073,1073,1456,1456,-132,-132,253,253,92,92,1058,1058,-1034,-1034,232,232,1
737,-1482,-1482,33,33,-517,-517,626,626,1191,1191,21,21,-778,-778,-1036,-1036,-1627,-1627,1201,1201,2673,2673,-614,-614,266,266,-678,-678,99,99,709,709,-736,-736,609,609,1293,1293,-101,-101,1
738,-19,-19,55,55,1623,1623,139,139,1379,1379,448,448,13,13,486,486,134,134,2233,2233,2,2,864,864,809,809,163,163,39,39,2478,2478,822,822,14,14,-43,-43,-605,-605,1
739,3913,3913,-771,-771,1994,1994,-822,-822,-252,-252,2039,2039,14,14,213,213,587,587,613,613,2072,2072,1341,1341,2554,2554,142,142,-2148,-2148,574,574,1166,1166,16,16,3586,3586,1032,1032,0
740,-1753,-1753,-1252,-1252,154,154,199,199,173,173,-4415,-4415,-771,-771,2707,2707,18,18,-807,-807,-1126,-1126,42,42,-382,-382,1664,1664,-1952,-1952,-1226,-1226,-755,-755,-729,-729,3,3,744,744,0
741,543,543,-2047,-2047,3044,3044,-3703,-3703,1277,1277,2326,2326,-3335,-3335,2008,2008,-8,-8,-12,-12,-2468,-2468,3729,3729,2985,2985,-2876,-2876,-1514,-1514,477,477,-936,-936,697,697,-59,-59,-413,-413,0
742,-66,-66,-414,-414,141,141,1075,1075,788,788,1241,1241,1002,1002,207,207,-398,-398,-404,-404,-459,-459,1714,1714,112,112,1989,1989,1769,1769,115,115,-196,-196,343,343,72,72,-625,-625,1
743,-858,-858,-638,-638,37,37,22,22,-3255,-3255,1022,1022,997,997,665,665,-1545,-1545,1568,1568,42,42,-77,-77,244,244,-154,-154,-2576,-2576,-2162,-2162,686,686,-652,-652,-604,-604,2007,2007,0
744,-1004,-1004,175,175,2222,2222,1743,1743,1392,1392,135,135,136,136,-72,-72,-22,-22,-466,-466,868,868,2748,2748,984,984,1287,1287,192,192,-521,-521,145,145,753,753,1659,1659,-1,-1,1
745,398,398,1965,1965,616,616,1538,1538,-1494,-1494,41,41,297,297,107,107,2348,2348,197,197,312,312,905,905,23,23,-752,-752,-348,-348,1229,1229,2235,2235,159,159,2584,2584,1109,1109,1
746,1374,1374,-1928,-1928,-953,-953,-129,-129,-2954,-2954,172,172,-1774,-1774,1008,1008,82,82,-2673,-2673,-1529,-1529,-951,-951,-353,-353,2168,2168,-1548,-1548,-346,-346,426,426,-2852,-2852,-726,-726,-45,-45,0
747,-738,-738,-3691,-3691,-4344,-4344,4,4,206,206,-1182,-1182,-889,-889,21,21,-117,-117,-746,-746,1722,1722,899,899,1904,1904,-1345,-1345,2107,2107,-1091,-1091,-6187,-6187,1689,1689,-2584,-2584,-586,-586,0
748,-1934,-1934,-714,-714,-3236,-3236,1925,1925,12,12,2242,2242,-547,-547,1393,1393,-781,-781,-1849,-1849,-2691,-2691,-1287,-1287,-119,-119,526,526,-833,-833,-2235,-2235,-371,-371,1444,1444,3308,3308,-1523,-1523,0
749,1028,1028,391,391,-394,-394,-1144,-1144,1985,1985,-24,-24,-681,-681,539,539,59,59,7,7,876,876,1089,1089,117,117,1128,1128,257,257,27,27,496,496,-859,-859,1385,1385,-44,-44,1
750,3394,3394,677,677,166,166,-2436,-2436,-246,-246,1747,1747,-2122,-2122,4583,4583,2764,2764,-1123,-1123,-5822,-5822,181,181,-736,-736,29,29,142,142,4574,4574,-428,-428,1113,1113,-5663,-5663,-1429,-1429,0
751,578,578,-688,-688,1281,1281,-213,-213,-446,-446,-25,-25,1994,1994,-113,-113,1066,1066,1897,1897,-342,-342,131,131,25,25,217,217,412,412,-1643,-1643,1581,1581,948,948,1581,1581,-899,-899,1
752,306,306,21,21,124,124,-81,-81,-758,-758,-3756,-3756,38,38,1702,1702,-136,-136,-152,-152,1469,1469,-1699,-1699,618,618,-517,-517,-121,-121,-153,-153,-1948,-1948,-4,-4,1871,1871,3883,3883,0
753,-2816,-2816,567,567,-58,-58,3864,3864,-2687,-2687,-3429,-3429,1746,1746,1869,1869,-291,-291,-1752,-1752,1237,1237,1391,1391,1216,1216,3584,3584,3594,3594,1968,1968,-651,-651,-1587,-1587,-2274,-2274,-2848,-2848,0
754,-2461,-2461,3123,3123,-302,-302,4189,4189,2212,2212,-3699,-3699,4652,4652,69,69,1478,1478,-1042,-1042,1728,1728,2347,2347,-1473,-1473,515,515,3102,3102,-1115,-1115,2423,2423,-1928,-1928,-8,-8,-1047,-1047,0
755,-308,-308,-1699,-1699,-4035,-4035,-23,-23,21,21,3368,3368,-2391,-2391,-756,-756,724,724,2393,2393,2381,2381,378,378,-1031,-1031,299,299,1553,1553,-947,-947,919,919,-2712,-2712,-1037,-1037,611,611,0
756,-2327,-2327,1358,1358,-323,-323,2728,2728,1552,1552,289,289,1289,1289,-2816,-2816,87,87,-221,-221,384,384,-1153,-1153,-192,-192,-1731,-1731,-92,-92,2053,2053,-2153,-2153,-89,-89,-1346,-1346,-1299,-1299,0
757,231,231,365,365,518,518,-338,-338,1363,1363,1084,1084,1194,1194,-457,-457,1542,1542,-601,-601,805,805,1113,1113,1236,1236,14,14,-585,-585,1674,1674,2002,2002,-601,-601,3101,3101,1141,1141,1
758,-218,-218,207,207,-2856,-2856,-2981,-2981,-494,-494,-682,-682,2347,2347,871,871,-577,-577,2904,2904,-507,-507,4116,4116,66,66,139,139,3657,3657,-1112,-1112,-2101,-2101,-2588,-2588,1504,1504,1093,1093,0
759,1125,1125,3411,3411,1352,1352,-3038,-3038,1101,1101,-1417,-1417,329,329,-1353,-1353,123,123,786,786,1343,1343,911,911,405,405,-927,-927,-3705,-3705,81,81,-13,-13,3046,3046,129,129,152,152,0
760,-237,-237,2978,2978,-804,-804,61,61,-903,-903,-1232,-1232,-374,-374,-1581,-1581,-4601,-4601,4736,4736,-2457,-2457,619,619,-2021,-2021,4915,4915,363,363,-301,-301,-348,-348,-2464,-2464,13,13,165,165,0
761,-2196,-2196,-1966,-1966,-2,-2,-454,-454,-1934,-1934,-2159,-2159,-589,-589,-85,-85,3473,3473,-804,-804,-236,-236,-2185,-2185,-3542,-3542,1226,1226,-64,-64,-606,-606,-3323,-3323,155,155,-731,-731,1921,1921,0
